origin_id,mode,facility_type,Tr,AF_k,P_i
PH_028,transit,Kin,60,0.026022361035878457,3185.0
PH_029,transit,Kin,60,0.015767082564472033,7165.0
PH_030,transit,Kin,60,0.033144260494502045,6200.0
PH_031,transit,Kin,60,0.030791231557136874,3534.0
PH_032,transit,Kin,60,0.035370374801671926,10438.0
PH_033,transit,Kin,60,0.028940955565932514,7907.0
PH_034,transit,Kin,60,0.031191671256107677,11259.0
PH_035,transit,Kin,60,0.0252202490382077,9662.0
PH_036,transit,Kin,60,0.04444924222456068,9944.0
PH_037,transit,Kin,60,0.028919184866372932,8499.0
PH_038,transit,Kin,60,0.027577354436310236,13258.0
PH_039,transit,Kin,60,0.04022610162688362,11426.0
PH_040,transit,Kin,60,0.03935861935153427,11295.0
PH_041,transit,Kin,60,0.040621302887200374,18247.0
PH_042,transit,Kin,60,0.03169494715977601,4942.0
PH_043,transit,Kin,60,0.03231154742587797,4411.0
PH_044,transit,Kin,60,0.02937711696192811,4684.0
PH_045,transit,Kin,60,0.03703571275934505,6208.0
PH_046,transit,Kin,60,0.0338296817316743,17407.0
PH_047,transit,Kin,60,0.021510680013446724,24618.0
PH_048,transit,Kin,60,0.01815138036061401,23341.0
PH_049,transit,Kin,60,0.034031859065933645,16843.0
PH_050,transit,Kin,60,0.04142444140289076,11985.0
PH_051,transit,Kin,60,0.02926475769669937,14753.0
PH_052,transit,Kin,60,0.016263016880221234,22319.0
PH_053,transit,Kin,60,0.015841159467469085,35277.0
PH_054,transit,Kin,60,0.028533401117681087,3063.0
PH_055,transit,Kin,60,0.04013919492878154,25561.0
PH_056,transit,Kin,60,0.02402691184229407,11404.0
PH_057,transit,Kin,60,0.023230056427701404,6991.0
PH_058,transit,Kin,60,0.022233844013953143,17926.0
PH_059,transit,Kin,60,0.023600109075638278,18748.0
PH_060,transit,Kin,60,0.04103842756551428,4696.0
PH_061,transit,Kin,60,0.03507822712889215,18720.0
PH_062,transit,Kin,60,0.024471126284259306,13612.0
PH_063,transit,Kin,60,0.030666096977494974,14060.0
PH_064,transit,Kin,60,0.030755942202680884,13467.0
PH_065,transit,Kin,60,0.021143477934824705,21845.0
PH_066,transit,Kin,60,0.02601840486658449,7079.0
PH_067,transit,Kin,60,0.028958201776512926,17833.0
PH_068,transit,Kin,60,0.02226945703193798,5936.0
PH_069,transit,Kin,60,0.03664970413392033,15440.0
PH_070,transit,Kin,60,0.03455950117033729,5280.0
PH_071,transit,Kin,60,0.03587899651012306,18670.0
PH_072,transit,Kin,60,0.034147353987719585,15831.0
PH_073,transit,Kin,60,0.04046516453550378,12176.0
PH_074,transit,Kin,60,0.03948112618493072,16794.0
PH_075,transit,Kin,60,0.028752704245661922,3620.0
PH_076,transit,Kin,60,0.032466581232104226,4280.0
PH_077,transit,Kin,60,0.02896644867575033,21799.0
PH_078,transit,Kin,60,0.032403664773298306,10026.0
C_001,transit,Kin,60,0.02896337500581453,11335.0
C_002,transit,Kin,60,0.029140943042695894,4039.0
C_003,transit,Kin,60,0.011972005039338051,3500.0
C_007,transit,Kin,60,0.0244427945816108,13786.0
C_008,transit,Kin,60,0.025552755555564657,7247.0
C_009,transit,Kin,60,0.02485625652503877,4971.0
C_010,transit,Kin,60,0.018231881242957184,6353.0
C_011,transit,Kin,60,0.019046064988920385,3904.0
C_012,transit,Kin,60,0.03169311200291775,4839.0
C_013,transit,Kin,60,0.029288114448335876,3999.0
C_014,transit,Kin,60,0.011070901391651811,5698.0
C_016,transit,Kin,60,0.021947911502617923,4909.0
C_017,transit,Kin,60,0.028389280299268255,3179.0
C_018,transit,Kin,60,0.025455895170219393,8550.0
C_020,transit,Kin,60,0.03161400570567139,8980.0
C_021,transit,Kin,60,0.026910730185949017,14586.0
C_022,transit,Kin,60,0.025685287873846736,3947.0
C_023,transit,Kin,60,0.03071154640517771,6034.0
C_024,transit,Kin,60,0.02393912016481993,10071.0
C_025,transit,Kin,60,0.019429972989961214,11614.0
C_026,transit,Kin,60,0.027898259771357126,4499.0
C_005,transit,Kin,60,0.024924603636319688,3557.0
C_006,transit,Kin,60,0.03455679446350756,6615.0
H_001,transit,Kin,60,0.033067100865447355,41.0
H_002,transit,Kin,60,0.03417570628981375,20.7
H_003,transit,Kin,60,0.04085550244793798,112.7
H_004,transit,Kin,60,0.03710854990359659,121.9
H_005,transit,Kin,60,0.03678150778770506,138.0
H_006,transit,Kin,60,0.03384823100645202,34.5
H_007,transit,Kin,60,0.02963751696124927,57.5
H_008,transit,Kin,60,0.03206824966523667,55.2
H_009,transit,Kin,60,0.038529971674887226,2.3
H_010,transit,Kin,60,0.0319650583593618,2.3
H_011,transit,Kin,60,0.04107047101959614,2.3
H_012,transit,Kin,60,0.0324045858998902,2.3
H_013,transit,Kin,60,0.04031647878117688,2.3
H_014,transit,Kin,60,0.03932402735244137,32.2
H_015,transit,Kin,60,0.03676140960968407,202.4
H_016,transit,Kin,60,0.04284202961618362,4.6
H_017,transit,Kin,60,0.03918450567958484,163.3
H_018,transit,Kin,60,0.03620951784972706,87.4
H_019,transit,Kin,60,0.03534149549422507,168.0
H_020,transit,Kin,60,0.035168839035190934,106.0
H_021,transit,Kin,60,0.0348449492097837,162.0
H_022,transit,Kin,60,0.03472727568438735,1600.0
H_023,transit,Kin,60,0.030923222690695296,1090.0
H_024,transit,Kin,60,0.03350561320017263,220.0
H_025,transit,Kin,60,0.028969437507794793,400.0
H_026,transit,Kin,60,0.032092084587305336,509.0
H_027,transit,Kin,60,0.0311599477487713,388.0
H_028,transit,Kin,60,0.041203858857748125,612.0
H_029,transit,Kin,60,0.03591961151482794,1460.0
H_030,transit,Kin,60,0.02814873339703193,774.0
PV_001,transit,Kin,60,0.03440595673227079,10791.0
PV_002,transit,Kin,60,0.027086971419182745,4367.0
PV_003,transit,Kin,60,0.029890434376023168,6515.0
PV_004,transit,Kin,60,0.03180705699762808,3265.0
PV_005,transit,Kin,60,0.0320257668458848,3873.0
PV_006,transit,Kin,60,0.030760158548075078,5035.0
PV_007,transit,Kin,60,0.030029573157290355,5276.0
PV_008,transit,Kin,60,0.04050059705316966,4964.0
PV_009,transit,Kin,60,0.029532894282985958,4400.0
PV_010,transit,Kin,60,0.025866052233983444,3329.0
PV_011,transit,Kin,60,0.029266971432298502,6704.0
PV_012,transit,Kin,60,0.03549397833889594,3249.0
PV_013,transit,Kin,60,0.023989811519108444,6236.0
PV_014,transit,Kin,60,0.033434672218853705,6634.0
PV_015,transit,Kin,60,0.03816316064204182,3928.0
PV_016,transit,Kin,60,0.038258261442303265,11801.0
PV_017,transit,Kin,60,0.028789858608763246,22319.0
PV_018,transit,Kin,60,0.028114373633981216,12664.0
PV_019,transit,Kin,60,0.02718961819036052,6009.0
PV_020,transit,Kin,60,0.037392528753840644,8696.0
PV_021,transit,Kin,60,0.02511683344749077,3140.0
PV_022,transit,Kin,60,0.027418834163623288,3189.0
PV_023,transit,Kin,60,0.031077453891364508,37299.0
PV_024,transit,Kin,60,0.03299250107900584,3421.0
PV_025,transit,Kin,60,0.031857681956461714,7887.0
PV_026,transit,Kin,60,0.031178713807909757,2781.0
PV_027,transit,Kin,60,0.03560230597000983,2777.0
PV_028,transit,Kin,60,0.03746212735340561,5005.0
PV_029,transit,Kin,60,0.028877414786468363,4651.0
PV_030,transit,Kin,60,0.03787188130949081,4090.0
PV_031,transit,Kin,60,0.03039237855841022,4396.0
PV_032,transit,Kin,60,0.02044884324283607,9645.0
PV_033,transit,Kin,60,0.038488695178500225,12357.0
PV_034,transit,Kin,60,0.03499383203940466,5678.0
PV_035,transit,Kin,60,0.028645313844306942,5802.0
PV_036,transit,Kin,60,0.04105755364251733,2567.0
PV_037,transit,Kin,60,0.037385912061805075,3476.0
PV_038,transit,Kin,60,0.03473376214393902,13142.0
PV_039,transit,Kin,60,0.03654606718132154,3264.0
PV_040,transit,Kin,60,0.023184751170265406,4472.0
PV_041,transit,Kin,60,0.029686758467800355,5604.0
PV_042,transit,Kin,60,0.022851919348958992,4002.0
PV_043,transit,Kin,60,0.0350754098123326,6647.0
PV_044,transit,Kin,60,0.03743817797387552,30038.0
PV_045,transit,Kin,60,0.028626188923727553,6746.0
PH_001,transit,Pri,15,0.0,3913.0
PH_002,transit,Pri,15,0.0,3209.0
PH_003,transit,Pri,15,0.006876336757120336,3923.0
PH_004,transit,Pri,15,0.0,10775.0
PH_005,transit,Pri,15,0.0,5453.0
PH_006,transit,Pri,15,0.0,17817.0
PH_007,transit,Pri,15,0.0,13588.0
PH_008,transit,Pri,15,0.0,16756.0
PH_009,transit,Pri,15,0.001036924039398056,8485.0
PH_010,transit,Pri,15,0.0,9682.0
PH_011,transit,Pri,15,0.0,16989.0
PH_012,transit,Pri,15,0.0,14147.0
PH_013,transit,Pri,15,0.0,4587.0
PH_014,transit,Pri,15,0.0,15655.0
PH_015,transit,Pri,15,0.008740484359618703,5572.0
PH_016,transit,Pri,15,0.0,12066.0
PH_017,transit,Pri,15,0.0015534426743215814,6467.0
PH_018,transit,Pri,15,0.0,12329.0
PH_019,transit,Pri,15,0.0,9540.0
PH_020,transit,Pri,15,0.0,16071.0
PH_021,transit,Pri,15,0.0,3415.0
PH_022,transit,Pri,15,0.0,3444.0
PH_023,transit,Pri,15,0.0,6744.0
PH_024,transit,Pri,15,0.0,11876.0
PH_025,transit,Pri,15,0.00386588130900658,5866.0
PH_026,transit,Pri,15,0.0,8869.0
PH_027,transit,Pri,15,0.0,6419.0
PH_028,transit,Pri,15,0.0,3185.0
PH_029,transit,Pri,15,0.00033406248526584876,7165.0
PH_030,transit,Pri,15,0.0,6200.0
PH_031,transit,Pri,15,0.0,3534.0
PH_032,transit,Pri,15,0.0,10438.0
PH_033,transit,Pri,15,0.0011663537271653704,7907.0
PH_034,transit,Pri,15,0.0,11259.0
PH_035,transit,Pri,15,0.0,9662.0
PH_036,transit,Pri,15,0.03761507416435587,9944.0
PH_037,transit,Pri,15,0.0006824928027638063,8499.0
PH_038,transit,Pri,15,0.002646903444027504,13258.0
PH_039,transit,Pri,15,0.012085390986876368,11426.0
PH_040,transit,Pri,15,0.0,11295.0
PH_041,transit,Pri,15,0.0008435350068207528,18247.0
PH_042,transit,Pri,15,0.0,4942.0
PH_043,transit,Pri,15,0.0012590266642173225,4411.0
PH_044,transit,Pri,15,0.0,4684.0
PH_045,transit,Pri,15,0.0,6208.0
PH_046,transit,Pri,15,0.0,17407.0
PH_047,transit,Pri,15,0.0029435746795748196,24618.0
PH_048,transit,Pri,15,0.0026562700826871168,23341.0
PH_049,transit,Pri,15,0.0,16843.0
PH_050,transit,Pri,15,0.007164598279934095,11985.0
PH_051,transit,Pri,15,0.0027758916052596336,14753.0
PH_052,transit,Pri,15,0.0,22319.0
PH_053,transit,Pri,15,0.002819938667913454,35277.0
PH_054,transit,Pri,15,0.039630161608144115,3063.0
PH_055,transit,Pri,15,0.0030923024160732673,25561.0
PH_056,transit,Pri,15,0.0,11404.0
PH_057,transit,Pri,15,0.010573983485303645,6991.0
PH_058,transit,Pri,15,0.0010960463018257272,17926.0
PH_059,transit,Pri,15,0.0,18748.0
PH_060,transit,Pri,15,0.0017595690735302191,4696.0
PH_061,transit,Pri,15,0.0,18720.0
PH_062,transit,Pri,15,0.0,13612.0
PH_063,transit,Pri,15,0.0,14060.0
PH_064,transit,Pri,15,0.0,13467.0
PH_065,transit,Pri,15,0.007449763995960906,21845.0
PH_066,transit,Pri,15,0.001786244973003904,7079.0
PH_067,transit,Pri,15,0.0038928153187436794,17833.0
PH_068,transit,Pri,15,0.0076888911188612765,5936.0
PH_069,transit,Pri,15,0.0,15440.0
PH_070,transit,Pri,15,0.0,5280.0
PH_071,transit,Pri,15,0.0,18670.0
PH_072,transit,Pri,15,0.0,15831.0
PH_073,transit,Pri,15,0.008827823322736059,12176.0
PH_074,transit,Pri,15,0.00014836062430907218,16794.0
PH_075,transit,Pri,15,0.0,3620.0
PH_076,transit,Pri,15,0.00014722095678582737,4280.0
PH_077,transit,Pri,15,0.0,21799.0
PH_078,transit,Pri,15,0.0004702170592436547,10026.0
C_001,transit,Pri,15,0.00010626055385222668,11335.0
C_002,transit,Pri,15,0.0,4039.0
C_003,transit,Pri,15,0.00033788046296475956,3500.0
C_004,transit,Pri,15,0.0,4929.0
C_008,transit,Pri,15,0.0,7247.0
C_009,transit,Pri,15,0.0034599295619738585,4971.0
C_010,transit,Pri,15,0.0041089010079387416,6353.0
C_011,transit,Pri,15,0.06679323963033874,3904.0
C_012,transit,Pri,15,0.0010167698026835646,4839.0
C_013,transit,Pri,15,0.0,3999.0
C_014,transit,Pri,15,0.0,5698.0
C_015,transit,Pri,15,0.0,4432.0
C_016,transit,Pri,15,0.0015906058510768394,4909.0
C_017,transit,Pri,15,0.0009158156275958815,3179.0
C_018,transit,Pri,15,0.004995819166813985,8550.0
C_019,transit,Pri,15,0.0,4950.0
C_020,transit,Pri,15,0.000693749821706179,8980.0
C_021,transit,Pri,15,0.0,14586.0
C_022,transit,Pri,15,0.0067225302450696954,3947.0
C_023,transit,Pri,15,0.0005118623081874375,6034.0
C_024,transit,Pri,15,0.0,10071.0
C_025,transit,Pri,15,0.0006322838682983094,11614.0
C_026,transit,Pri,15,0.0,4499.0
C_005,transit,Pri,15,0.0004444950006474791,3557.0
C_006,transit,Pri,15,0.002287956483542259,6615.0
C_007,transit,Pri,15,0.0,13786.0
H_001,transit,Pri,15,0.0,41.0
H_002,transit,Pri,15,1.520119476620021,20.7
H_003,transit,Pri,15,0.6565461603094099,112.7
H_004,transit,Pri,15,0.0,121.9
H_005,transit,Pri,15,0.0,138.0
H_006,transit,Pri,15,0.0,34.5
H_007,transit,Pri,15,0.0,57.5
H_008,transit,Pri,15,0.0,55.2
H_009,transit,Pri,15,81.20804999236954,2.3
H_010,transit,Pri,15,0.0017386536312615705,2.3
H_011,transit,Pri,15,53.30723668261505,2.3
H_012,transit,Pri,15,21.8430867027767,2.3
H_013,transit,Pri,15,43.85254260593372,2.3
H_014,transit,Pri,15,1.2696107613232877,32.2
H_015,transit,Pri,15,0.0,202.4
H_016,transit,Pri,15,5.673080003957641,4.6
H_017,transit,Pri,15,0.0025891501183237914,163.3
H_018,transit,Pri,15,0.28604118993135014,87.4
H_019,transit,Pri,15,0.0,168.0
H_020,transit,Pri,15,0.0,106.0
H_021,transit,Pri,15,0.0,162.0
H_022,transit,Pri,15,0.0,1600.0
H_023,transit,Pri,15,0.0,1090.0
H_024,transit,Pri,15,0.0,220.0
H_025,transit,Pri,15,0.0,400.0
H_026,transit,Pri,15,0.0,509.0
H_027,transit,Pri,15,0.17252985243065438,388.0
H_028,transit,Pri,15,0.10024667487774913,612.0
H_029,transit,Pri,15,0.0,1460.0
H_030,transit,Pri,15,0.0,774.0
PV_001,transit,Pri,15,0.0,10791.0
PV_002,transit,Pri,15,0.0,4367.0
PV_003,transit,Pri,15,0.0,6515.0
PV_004,transit,Pri,15,0.0,3265.0
PV_005,transit,Pri,15,0.0,3873.0
PV_006,transit,Pri,15,0.0,5035.0
PV_007,transit,Pri,15,0.0,5276.0
PV_008,transit,Pri,15,0.005615370796093319,4964.0
PV_009,transit,Pri,15,0.0,4400.0
PV_010,transit,Pri,15,0.0,3329.0
PV_011,transit,Pri,15,0.0,6704.0
PV_012,transit,Pri,15,0.0,3249.0
PV_013,transit,Pri,15,0.009300833867864015,6236.0
PV_014,transit,Pri,15,0.0,6634.0
PV_015,transit,Pri,15,0.0,3928.0
PV_016,transit,Pri,15,0.0011766048196687768,11801.0
PV_017,transit,Pri,15,0.0,22319.0
PV_018,transit,Pri,15,0.0,12664.0
PV_019,transit,Pri,15,0.011292933172477844,6009.0
PV_020,transit,Pri,15,0.0,8696.0
PV_021,transit,Pri,15,0.0,3140.0
PV_022,transit,Pri,15,0.0,3189.0
PV_023,transit,Pri,15,0.0,37299.0
PV_024,transit,Pri,15,0.0,3421.0
PV_025,transit,Pri,15,0.0,7887.0
PV_026,transit,Pri,15,0.0,2781.0
PV_027,transit,Pri,15,0.0,2777.0
PV_028,transit,Pri,15,0.0,5005.0
PV_029,transit,Pri,15,0.0,4651.0
PV_030,transit,Pri,15,0.01165853230459673,4090.0
PV_031,transit,Pri,15,0.0,4396.0
PV_032,transit,Pri,15,0.008767404118661249,9645.0
PV_033,transit,Pri,15,0.026246263916758477,12357.0
PV_034,transit,Pri,15,0.0,5678.0
PV_035,transit,Pri,15,0.0,5802.0
PV_036,transit,Pri,15,0.07924367804817965,2567.0
PV_037,transit,Pri,15,0.0011195660909075445,3476.0
PV_038,transit,Pri,15,0.0,13142.0
PV_039,transit,Pri,15,0.02168793300614432,3264.0
PV_040,transit,Pri,15,0.0,4472.0
PV_041,transit,Pri,15,0.0030586660539936887,5604.0
PV_042,transit,Pri,15,0.0,4002.0
PV_043,transit,Pri,15,0.0012232077801579177,6647.0
PV_044,transit,Pri,15,0.00724076837063289,30038.0
PV_045,transit,Pri,15,0.0,6746.0
PH_001,transit,Pri,30,0.0009535702067265995,3913.0
PH_002,transit,Pri,30,0.010096137973480761,3209.0
PH_003,transit,Pri,30,0.0016643740236960646,3923.0
PH_004,transit,Pri,30,0.0015419377646086522,10775.0
PH_005,transit,Pri,30,0.0027622685060946987,5453.0
PH_006,transit,Pri,30,0.0050374508752677695,17817.0
PH_007,transit,Pri,30,0.0022404835145428638,13588.0
PH_008,transit,Pri,30,0.0050069604235422425,16756.0
PH_009,transit,Pri,30,0.0028388593550950077,8485.0
PH_010,transit,Pri,30,0.0036379528886430097,9682.0
PH_011,transit,Pri,30,0.004195969035350356,16989.0
PH_012,transit,Pri,30,0.0040125804434981635,14147.0
PH_013,transit,Pri,30,0.008764760744082696,4587.0
PH_014,transit,Pri,30,0.005224026979349216,15655.0
PH_015,transit,Pri,30,0.0055246690484644255,5572.0
PH_016,transit,Pri,30,0.005549980161469062,12066.0
PH_017,transit,Pri,30,0.004722104002622884,6467.0
PH_018,transit,Pri,30,0.00469068438218279,12329.0
PH_019,transit,Pri,30,0.005372118836280399,9540.0
PH_020,transit,Pri,30,0.0007892292368563883,16071.0
PH_021,transit,Pri,30,0.003854960296996333,3415.0
PH_022,transit,Pri,30,0.0039174087986181515,3444.0
PH_023,transit,Pri,30,0.0060844045328991275,6744.0
PH_024,transit,Pri,30,0.006160761304473866,11876.0
PH_025,transit,Pri,30,0.00655320135830188,5866.0
PH_026,transit,Pri,30,0.0039293684010381115,8869.0
PH_027,transit,Pri,30,0.002380060893710071,6419.0
PH_028,transit,Pri,30,0.0019918259891819217,3185.0
PH_029,transit,Pri,30,0.0020166664220066057,7165.0
PH_030,transit,Pri,30,0.007034418856243501,6200.0
PH_031,transit,Pri,30,0.0049619236407315625,3534.0
PH_032,transit,Pri,30,0.007516429614101217,10438.0
PH_033,transit,Pri,30,0.0040901279290037045,7907.0
PH_034,transit,Pri,30,0.006089439480796548,11259.0
PH_035,transit,Pri,30,0.0012895611441534037,9662.0
PH_036,transit,Pri,30,0.01656860739297131,9944.0
PH_037,transit,Pri,30,0.0018542487027668412,8499.0
PH_038,transit,Pri,30,0.00223702521309286,13258.0
PH_039,transit,Pri,30,0.009573390436718227,11426.0
PH_040,transit,Pri,30,0.00935749825854892,11295.0
PH_041,transit,Pri,30,0.010880379299067766,18247.0
PH_042,transit,Pri,30,0.008244507171237522,4942.0
PH_043,transit,Pri,30,0.0051062558077219385,4411.0
PH_044,transit,Pri,30,0.004274355070987571,4684.0
PH_045,transit,Pri,30,0.00508663378870682,6208.0
PH_046,transit,Pri,30,0.008112156892390861,17407.0
PH_047,transit,Pri,30,0.0022609088066443935,24618.0
PH_048,transit,Pri,30,0.001248275812654637,23341.0
PH_049,transit,Pri,30,0.00494471925836495,16843.0
PH_050,transit,Pri,30,0.01104553187038226,11985.0
PH_051,transit,Pri,30,0.004639984478843359,14753.0
PH_052,transit,Pri,30,0.0016767832040039963,22319.0
PH_053,transit,Pri,30,0.003244157558191577,35277.0
PH_054,transit,Pri,30,0.004064246515717541,3063.0
PH_055,transit,Pri,30,0.01444530762198468,25561.0
PH_056,transit,Pri,30,0.0028898638079822444,11404.0
PH_057,transit,Pri,30,0.0036082258207961243,6991.0
PH_058,transit,Pri,30,0.003380890994067921,17926.0
PH_059,transit,Pri,30,0.0032285067085902406,18748.0
PH_060,transit,Pri,30,0.012872732564444404,4696.0
PH_061,transit,Pri,30,0.004945275341114113,18720.0
PH_062,transit,Pri,30,0.0036706269572799655,13612.0
PH_063,transit,Pri,30,0.002949337368634764,14060.0
PH_064,transit,Pri,30,0.003648839132635687,13467.0
PH_065,transit,Pri,30,0.0040585748288854365,21845.0
PH_066,transit,Pri,30,0.00353266454553555,7079.0
PH_067,transit,Pri,30,0.004151818144130905,17833.0
PH_068,transit,Pri,30,0.004333421223605425,5936.0
PH_069,transit,Pri,30,0.00533254940635502,15440.0
PH_070,transit,Pri,30,0.005262259727659297,5280.0
PH_071,transit,Pri,30,0.009392746498317114,18670.0
PH_072,transit,Pri,30,0.0035185756243448457,15831.0
PH_073,transit,Pri,30,0.010682059004557152,12176.0
PH_074,transit,Pri,30,0.008353000903099192,16794.0
PH_075,transit,Pri,30,0.005418078957125312,3620.0
PH_076,transit,Pri,30,0.0049034143344560245,4280.0
PH_077,transit,Pri,30,0.0013962156329965947,21799.0
PH_078,transit,Pri,30,0.0035120965289898304,10026.0
C_001,transit,Pri,30,0.004130510486407981,11335.0
C_002,transit,Pri,30,0.0035260126908353636,4039.0
C_003,transit,Pri,30,0.0055768430759614305,3500.0
C_004,transit,Pri,30,0.0021220619719164546,4929.0
C_008,transit,Pri,30,0.004417587296878712,7247.0
C_009,transit,Pri,30,0.0037194866709548994,4971.0
C_010,transit,Pri,30,0.0021803529615011205,6353.0
C_011,transit,Pri,30,0.005703740315278057,3904.0
C_012,transit,Pri,30,0.004717111462254758,4839.0
C_013,transit,Pri,30,0.004723208148283243,3999.0
C_014,transit,Pri,30,0.004769226263815681,5698.0
C_015,transit,Pri,30,0.001987157752589853,4432.0
C_016,transit,Pri,30,0.006784999737055368,4909.0
C_017,transit,Pri,30,0.0029706057909201773,3179.0
C_018,transit,Pri,30,0.011913779847774798,8550.0
C_019,transit,Pri,30,0.003231010922919321,4950.0
C_020,transit,Pri,30,0.008467055656844616,8980.0
C_021,transit,Pri,30,0.0007205098424268144,14586.0
C_022,transit,Pri,30,0.0030776169867780248,3947.0
C_023,transit,Pri,30,0.002663925645801483,6034.0
C_024,transit,Pri,30,0.0013536758041208029,10071.0
C_025,transit,Pri,30,0.00271346208192544,11614.0
C_026,transit,Pri,30,0.0014629812288821052,4499.0
C_005,transit,Pri,30,0.007691325552839861,3557.0
C_006,transit,Pri,30,0.007142062890111282,6615.0
C_007,transit,Pri,30,0.003133077604438696,13786.0
H_001,transit,Pri,30,0.006360126903546917,41.0
H_002,transit,Pri,30,0.008664461960864477,20.7
H_003,transit,Pri,30,0.018388861502279915,112.7
H_004,transit,Pri,30,0.009186608487880821,121.9
H_005,transit,Pri,30,0.009789092870830891,138.0
H_006,transit,Pri,30,0.009995234804842571,34.5
H_007,transit,Pri,30,0.006805605850761346,57.5
H_008,transit,Pri,30,0.005420648342718251,55.2
H_009,transit,Pri,30,0.01465590013893447,2.3
H_010,transit,Pri,30,0.00656228766595099,2.3
H_011,transit,Pri,30,0.019712224337792614,2.3
H_012,transit,Pri,30,0.005630357590768677,2.3
H_013,transit,Pri,30,0.019271735565915743,2.3
H_014,transit,Pri,30,0.01631846520666111,32.2
H_015,transit,Pri,30,0.00963605443878704,202.4
H_016,transit,Pri,30,0.02304521211251067,4.6
H_017,transit,Pri,30,0.008383152822936208,163.3
H_018,transit,Pri,30,0.01321824458376601,87.4
H_019,transit,Pri,30,0.007962799215894595,168.0
H_020,transit,Pri,30,0.008851769024568546,106.0
H_021,transit,Pri,30,0.011145460448319149,162.0
H_022,transit,Pri,30,0.003975573831850831,1600.0
H_023,transit,Pri,30,0.0038413454927121162,1090.0
H_024,transit,Pri,30,0.006090249455553767,220.0
H_025,transit,Pri,30,0.0034954304315110455,400.0
H_026,transit,Pri,30,0.007265461306144741,509.0
H_027,transit,Pri,30,0.008386995088512025,388.0
H_028,transit,Pri,30,0.014123066132198025,612.0
H_029,transit,Pri,30,0.005011675178886389,1460.0
H_030,transit,Pri,30,0.0005962373363758603,774.0
PV_001,transit,Pri,30,0.0056097103982519205,10791.0
PV_002,transit,Pri,30,0.0037515753576129276,4367.0
PV_003,transit,Pri,30,0.004405231884215059,6515.0
PV_004,transit,Pri,30,0.0033340400423133416,3265.0
PV_005,transit,Pri,30,0.004605452564904301,3873.0
PV_006,transit,Pri,30,0.00407718290162165,5035.0
PV_007,transit,Pri,30,0.005474290803265495,5276.0
PV_008,transit,Pri,30,0.010227613931241906,4964.0
PV_009,transit,Pri,30,0.0058525244515595706,4400.0
PV_010,transit,Pri,30,0.0018656380897140166,3329.0
PV_011,transit,Pri,30,0.0027767289286106207,6704.0
PV_012,transit,Pri,30,0.006614140752605685,3249.0
PV_013,transit,Pri,30,0.0017408450147532366,6236.0
PV_014,transit,Pri,30,0.00714066026900914,6634.0
PV_015,transit,Pri,30,0.007913977822101972,3928.0
PV_016,transit,Pri,30,0.007261449478194881,11801.0
PV_017,transit,Pri,30,0.001629712330322531,22319.0
PV_018,transit,Pri,30,0.0051846612919469294,12664.0
PV_019,transit,Pri,30,0.004153035907989283,6009.0
PV_020,transit,Pri,30,0.010851822714378598,8696.0
PV_021,transit,Pri,30,0.0026810892857573967,3140.0
PV_022,transit,Pri,30,0.002966454360293367,3189.0
PV_023,transit,Pri,30,0.010268947544957035,37299.0
PV_024,transit,Pri,30,0.004449141683948483,3421.0
PV_025,transit,Pri,30,0.005745729573311607,7887.0
PV_026,transit,Pri,30,0.0033683659336706064,2781.0
PV_027,transit,Pri,30,0.005551122900940903,2777.0
PV_028,transit,Pri,30,0.005756755717761284,5005.0
PV_029,transit,Pri,30,0.0019503041497541636,4651.0
PV_030,transit,Pri,30,0.011949455746252556,4090.0
PV_031,transit,Pri,30,0.003891502105433209,4396.0
PV_032,transit,Pri,30,0.0033753851205362154,9645.0
PV_033,transit,Pri,30,0.009903121065144382,12357.0
PV_034,transit,Pri,30,0.010589465958372539,5678.0
PV_035,transit,Pri,30,0.003012035078972802,5802.0
PV_036,transit,Pri,30,0.016449127757078116,2567.0
PV_037,transit,Pri,30,0.006838128375292418,3476.0
PV_038,transit,Pri,30,0.003593363483772913,13142.0
PV_039,transit,Pri,30,0.00857725761489375,3264.0
PV_040,transit,Pri,30,0.0021977287039147654,4472.0
PV_041,transit,Pri,30,0.006417847694607855,5604.0
PV_042,transit,Pri,30,0.002988404352797009,4002.0
PV_043,transit,Pri,30,0.009556627003441806,6647.0
PV_044,transit,Pri,30,0.011731814646762578,30038.0
PV_045,transit,Pri,30,0.004567065646550382,6746.0
PH_001,transit,Pri,60,0.004721450135814237,3913.0
PH_002,transit,Pri,60,0.006062819586227083,3209.0
PH_003,transit,Pri,60,0.004742864372872491,3923.0
PH_004,transit,Pri,60,0.005276368083033057,10775.0
PH_005,transit,Pri,60,0.0053338916265130215,5453.0
PH_006,transit,Pri,60,0.006378617147716992,17817.0
PH_007,transit,Pri,60,0.005664803285635014,13588.0
PH_008,transit,Pri,60,0.006186036814326099,16756.0
PH_009,transit,Pri,60,0.005626176906513254,8485.0
PH_010,transit,Pri,60,0.006022923241250136,9682.0
PH_011,transit,Pri,60,0.005772211625396498,16989.0
PH_012,transit,Pri,60,0.006464415671429685,14147.0
PH_013,transit,Pri,60,0.0062002613339940445,4587.0
PH_014,transit,Pri,60,0.005263530305890865,15655.0
PH_015,transit,Pri,60,0.005269467280442241,5572.0
PH_016,transit,Pri,60,0.006044898458844639,12066.0
