facility_group,mode,Tr,origin_id,AF_k,P_i_x,id,Project_name,Type,Address,No_of_units,No_of_residents,Latitude,Longitude,Remarks,P_i_y
Ss,driving,60,H_013,2.878309675707111,1.0,H_013,"Pitt Street, Yau Ma Tei",Completed Projects (Projects in Existing Residential Buildings),Pitt Street,1,2.3,22.313867679723323,114.1698469609384,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
Ss,driving,60,H_014,2.9242592548988053,14.0,H_014,"“Co-Living” at James’ House, Soy Street, Mong Kok",Completed Projects (Projects in Existing Residential Buildings),15 Soy Street,14,32.2,22.316582563903157,114.16907720145493,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",14.0
Ss,driving,60,H_015,3.0196953144877017,88.0,H_015,"“LST Housing” at Fuk Lo Tsun Road, Kowloon City; Nam Kok Road, Kowloon City; Lok Shan Road, To Kwa Wan and Liberty Avenue, Ho Man Tin",Completed Projects (Projects in Existing Residential Buildings),Nam Kok Road,88,202.4,22.32961978,114.18985947558122,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",88.0
Ss,driving,60,H_016,2.9280845199619416,2.0,H_016,Mongkok,Completed Projects (Projects in Existing Residential Buildings),689 Nathan Road,2,4.6,22.32005071095241,114.16912021746104,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",2.0
Ss,driving,60,H_017,2.947548921845671,71.0,H_017,Kwun Tong Garden Estate,Completed Projects (Projects in Existing Residential Buildings),"Garden Estate, Kwun Tong",71,163.3,22.316677404066343,114.21899436832192,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",71.0
Ss,driving,60,H_018,3.0160763599542006,38.0,H_018,Chun Seen Mei Chuen,Completed Projects (Projects in Existing Residential Buildings),Chun Seen Mei Chuen Chi Seen Lau,38,87.4,22.325635630870785,114.18796801613792,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",38.0
Ss,driving,60,H_019,3.044413764077917,51.0,H_019,Completed Projects (Conversion of Non-residential Buildings),Completed Projects (Conversion of Non-residential Buildings),"63 Lung Kong Road, Kowloon City",51,168.0,22.33032199307013,114.19034887757957,,51.0
Ss,driving,60,H_020,2.8547970865220313,31.0,H_020,“James’ Garden” at Junction of Chatham Road North and Hok Yuen Street,Completed Projects (Conversion of Non-residential Buildings),23 Hok Yuen Street,31,106.0,22.31072233466476,114.18587989386256,,31.0
Ss,driving,60,H_021,2.9846506412707754,89.0,H_021,“Nam Cheong 220”,Completed Projects (Newly-built Projects),23 Nam Cheong Street,89,162.0,22.327120276803647,114.16081692017994,,89.0
Ss,driving,60,H_022,3.032793586121763,721.0,H_022,"“Kai Fook Kui” at Area 1B3, Muk On Street, Kai Tak",Completed Projects (Newly-built Projects),"Area 1B3, Muk On Street, Kai Tak",721,1600.0,22.328115501531983,114.20307349480436,,721.0
Ss,driving,60,H_023,2.9320472692374335,491.0,H_023,"“Good Mansion” at Hung Lok Road, Hung Hom",Completed Projects (Newly-built Projects),"9 Hung Lok Road, Hung Hom",491,1090.0,22.30289399310305,114.18565087987363,,491.0
Ss,driving,60,H_024,2.99741257887939,110.0,H_024,"“LST Housing” at Sung Wong Toi Road, To Kwa Wan",Completed Projects (Newly-built Projects),"Sung Wong Toi Road, To Kwa Wan",110,220.0,22.322230800604657,114.19413509544434,,110.0
Ss,driving,60,H_025,2.8348196433894652,140.0,H_025,"“Tenacity Residence” at Ying Wa Street, Cheung Sha Wan",Completed Projects (Newly-built Projects),6 Ying Wa Street,140,400.0,22.33089430937634,114.15261119339247,,140.0
Ss,driving,60,H_026,2.8647146796368466,281.0,H_026,"“James’ Concourse” at Yen Chow Street , Sham Shui Po",Completed Projects (Newly-built Projects),"1A Yen Chow Street, Sham Shui Po",281,509.0,22.328024080026637,114.15730908292618,,281.0
Ss,driving,60,H_027,2.9393837953597464,132.0,H_027,"“Shun Ting Terraced Home” at Cheung Shun Street, Cheung Sha Wan",Completed Projects (Newly-built Projects),915 Cheung Sha Wan Road,132,388.0,22.336261035442227,114.1456682441262,,132.0
Ss,driving,60,H_028,2.9905193289540275,227.0,H_028,“Ho Yuet Home” at Wong Tai Sin Road,Completed Projects (Newly-built Projects),"Ho Yuet Home, Wong Tai Sin Road",227,612.0,22.34275843590141,114.19448653364658,,227.0
Ss,driving,60,H_029,3.050471011193339,519.0,H_029,"“T-Loft@Kai Tak” at Muk On Street, Kai Tak",Completed Projects (Newly-built Projects),"12 Muk On Street, Kai Tak",519,1460.0,22.329988253500552,114.20206677006496,,519.0
Ss,driving,60,H_030,2.981697172986792,329.0,H_030,"“LST Housing” at Choi Hing Road, Ngau Tau Kok",Completed Projects (Newly-built Projects),"21 Choi Hing Road, Ngau Tau Kok, Kowloon",329,774.0,22.33168510104312,114.21740112685418,,329.0
Ss,transit,15,H_001,0.0,18.0,H_001,“Joyard” Transitional Housing Project at Hung Hom,Completed Projects (Projects in Existing Residential Buildings),"5/F and 6/F, Sheng Kung Hui Holy Carpenter Church & Community Centre, 1 Dyer Avenue, Hung Hom",18,41.0,22.307562811028166,114.1878114768805,,18.0
Ss,transit,15,H_002,0.0,9.0,H_002,"Lai Chi Kok Road, Tai Kok Tsui",Completed Projects (Projects in Existing Residential Buildings),421 Lai Chi Kok Road,9,20.7,22.33060808403042,114.1579704527733,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",9.0
Ss,transit,15,H_003,0.0,49.0,H_003,"“James’ Court” at Soy Street, Mong Kok",Completed Projects (Projects in Existing Residential Buildings),"20 Soy Street, Mong Kok",49,112.7,22.31692548934092,114.16980854107668,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",49.0
Ss,transit,15,H_004,0.0,53.0,H_004,"“Home Plus” at Ha Heung Road, To Kwa Wan",Completed Projects (Projects in Existing Residential Buildings),"79 Ha Heung Road, To Kwa Wan",53,121.9,22.31796718527946,114.18925605559144,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",53.0
Ss,transit,15,H_005,0.0,60.0,H_005,“Good Homes” at To Kwa Wan Road,Completed Projects (Projects in Existing Residential Buildings),76 To Kwa Wan Road,60,138.0,22.31642384826867,114.18941895047124,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",60.0
Ss,transit,15,H_006,0.0,15.0,H_006,"Castle Peak Road, Sham Shui Po",Completed Projects (Projects in Existing Residential Buildings),215 Castle Peak Rd,15,34.5,22.33644998481309,114.15865146899498,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",15.0
Ss,transit,15,H_007,0.0,25.0,H_007,"“Happiness x Home Community” at Kim Shin Lane, Cheung Sha Wan",Completed Projects (Projects in Existing Residential Buildings),20 Kim Shin Lane,25,57.5,22.33930340959037,114.15272227081876,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",25.0
Ss,transit,15,H_008,0.0,24.0,H_008,“Friend Home” at Tai Kok Tsui,Completed Projects (Projects in Existing Residential Buildings),113 Tai Kok Tsui Road,24,55.2,22.321657041487025,114.16180624776824,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",24.0
Ss,transit,15,H_009,0.0,1.0,H_009,"Tai Nam Street, Sham Shui Po",Completed Projects (Projects in Existing Residential Buildings),331 Tai Nan Street,1,2.3,22.32947172,114.16040108226962,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
Ss,transit,15,H_010,0.0,1.0,H_010,"Ta Po Road, Sham Shui Po",Completed Projects (Projects in Existing Residential Buildings),292 Tai Po Road,1,2.3,22.33545309541217,114.16282786556953,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
Ss,transit,15,H_011,0.0,1.0,H_011,"Nathan Road, Yau Ma Tei",Completed Projects (Projects in Existing Residential Buildings),487 Nathan Road,1,2.3,22.311885702210223,114.17078088202784,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
Ss,transit,15,H_012,0.0,1.0,H_012,"Yee Cheong Building, Ka Lok Street, Kwun Tong",Completed Projects (Projects in Existing Residential Buildings),14 Ka Lok Street,1,2.3,22.31637282593241,114.2254549526174,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
Ss,transit,15,H_013,0.0,1.0,H_013,"Pitt Street, Yau Ma Tei",Completed Projects (Projects in Existing Residential Buildings),Pitt Street,1,2.3,22.313867679723323,114.1698469609384,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
Ss,transit,15,H_014,0.0,14.0,H_014,"“Co-Living” at James’ House, Soy Street, Mong Kok",Completed Projects (Projects in Existing Residential Buildings),15 Soy Street,14,32.2,22.316582563903157,114.16907720145493,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",14.0
Ss,transit,15,H_015,0.0,88.0,H_015,"“LST Housing” at Fuk Lo Tsun Road, Kowloon City; Nam Kok Road, Kowloon City; Lok Shan Road, To Kwa Wan and Liberty Avenue, Ho Man Tin",Completed Projects (Projects in Existing Residential Buildings),Nam Kok Road,88,202.4,22.32961978,114.18985947558122,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",88.0
Ss,transit,15,H_016,0.0,2.0,H_016,Mongkok,Completed Projects (Projects in Existing Residential Buildings),689 Nathan Road,2,4.6,22.32005071095241,114.16912021746104,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",2.0
Ss,transit,15,H_017,0.0,71.0,H_017,Kwun Tong Garden Estate,Completed Projects (Projects in Existing Residential Buildings),"Garden Estate, Kwun Tong",71,163.3,22.316677404066343,114.21899436832192,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",71.0
Ss,transit,15,H_018,0.0,38.0,H_018,Chun Seen Mei Chuen,Completed Projects (Projects in Existing Residential Buildings),Chun Seen Mei Chuen Chi Seen Lau,38,87.4,22.325635630870785,114.18796801613792,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",38.0
Ss,transit,15,H_019,0.0,51.0,H_019,Completed Projects (Conversion of Non-residential Buildings),Completed Projects (Conversion of Non-residential Buildings),"63 Lung Kong Road, Kowloon City",51,168.0,22.33032199307013,114.19034887757957,,51.0
Ss,transit,15,H_020,0.0,31.0,H_020,“James’ Garden” at Junction of Chatham Road North and Hok Yuen Street,Completed Projects (Conversion of Non-residential Buildings),23 Hok Yuen Street,31,106.0,22.31072233466476,114.18587989386256,,31.0
Ss,transit,15,H_021,0.0,89.0,H_021,“Nam Cheong 220”,Completed Projects (Newly-built Projects),23 Nam Cheong Street,89,162.0,22.327120276803647,114.16081692017994,,89.0
Ss,transit,15,H_022,0.0,721.0,H_022,"“Kai Fook Kui” at Area 1B3, Muk On Street, Kai Tak",Completed Projects (Newly-built Projects),"Area 1B3, Muk On Street, Kai Tak",721,1600.0,22.328115501531983,114.20307349480436,,721.0
Ss,transit,15,H_023,0.0,491.0,H_023,"“Good Mansion” at Hung Lok Road, Hung Hom",Completed Projects (Newly-built Projects),"9 Hung Lok Road, Hung Hom",491,1090.0,22.30289399310305,114.18565087987363,,491.0
Ss,transit,15,H_024,0.0,110.0,H_024,"“LST Housing” at Sung Wong Toi Road, To Kwa Wan",Completed Projects (Newly-built Projects),"Sung Wong Toi Road, To Kwa Wan",110,220.0,22.322230800604657,114.19413509544434,,110.0
Ss,transit,15,H_025,0.0,140.0,H_025,"“Tenacity Residence” at Ying Wa Street, Cheung Sha Wan",Completed Projects (Newly-built Projects),6 Ying Wa Street,140,400.0,22.33089430937634,114.15261119339247,,140.0
Ss,transit,15,H_026,0.0,281.0,H_026,"“James’ Concourse” at Yen Chow Street , Sham Shui Po",Completed Projects (Newly-built Projects),"1A Yen Chow Street, Sham Shui Po",281,509.0,22.328024080026637,114.15730908292618,,281.0
Ss,transit,15,H_027,0.0,132.0,H_027,"“Shun Ting Terraced Home” at Cheung Shun Street, Cheung Sha Wan",Completed Projects (Newly-built Projects),915 Cheung Sha Wan Road,132,388.0,22.336261035442227,114.1456682441262,,132.0
Ss,transit,15,H_028,0.0,227.0,H_028,“Ho Yuet Home” at Wong Tai Sin Road,Completed Projects (Newly-built Projects),"Ho Yuet Home, Wong Tai Sin Road",227,612.0,22.34275843590141,114.19448653364658,,227.0
Ss,transit,15,H_029,0.0,519.0,H_029,"“T-Loft@Kai Tak” at Muk On Street, Kai Tak",Completed Projects (Newly-built Projects),"12 Muk On Street, Kai Tak",519,1460.0,22.329988253500552,114.20206677006496,,519.0
Ss,transit,15,H_030,0.2917933130699088,329.0,H_030,"“LST Housing” at Choi Hing Road, Ngau Tau Kok",Completed Projects (Newly-built Projects),"21 Choi Hing Road, Ngau Tau Kok, Kowloon",329,774.0,22.33168510104312,114.21740112685418,,329.0
Ss,transit,30,H_001,33.065144657459676,18.0,H_001,“Joyard” Transitional Housing Project at Hung Hom,Completed Projects (Projects in Existing Residential Buildings),"5/F and 6/F, Sheng Kung Hui Holy Carpenter Church & Community Centre, 1 Dyer Avenue, Hung Hom",18,41.0,22.307562811028166,114.1878114768805,,18.0
Ss,transit,30,H_002,33.26097040352458,9.0,H_002,"Lai Chi Kok Road, Tai Kok Tsui",Completed Projects (Projects in Existing Residential Buildings),421 Lai Chi Kok Road,9,20.7,22.33060808403042,114.1579704527733,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",9.0
Ss,transit,30,H_003,6.317402003241416,49.0,H_003,"“James’ Court” at Soy Street, Mong Kok",Completed Projects (Projects in Existing Residential Buildings),"20 Soy Street, Mong Kok",49,112.7,22.31692548934092,114.16980854107668,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",49.0
Ss,transit,30,H_004,1.1581431574463483,53.0,H_004,"“Home Plus” at Ha Heung Road, To Kwa Wan",Completed Projects (Projects in Existing Residential Buildings),"79 Ha Heung Road, To Kwa Wan",53,121.9,22.31796718527946,114.18925605559144,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",53.0
Ss,transit,30,H_005,2.816581529641141,60.0,H_005,“Good Homes” at To Kwa Wan Road,Completed Projects (Projects in Existing Residential Buildings),76 To Kwa Wan Road,60,138.0,22.31642384826867,114.18941895047124,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",60.0
Ss,transit,30,H_006,6.983295988886093,15.0,H_006,"Castle Peak Road, Sham Shui Po",Completed Projects (Projects in Existing Residential Buildings),215 Castle Peak Rd,15,34.5,22.33644998481309,114.15865146899498,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",15.0
Ss,transit,30,H_007,0.048482295831722554,25.0,H_007,"“Happiness x Home Community” at Kim Shin Lane, Cheung Sha Wan",Completed Projects (Projects in Existing Residential Buildings),20 Kim Shin Lane,25,57.5,22.33930340959037,114.15272227081876,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",25.0
Ss,transit,30,H_008,0.5464962087630456,24.0,H_008,“Friend Home” at Tai Kok Tsui,Completed Projects (Projects in Existing Residential Buildings),113 Tai Kok Tsui Road,24,55.2,22.321657041487025,114.16180624776824,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",24.0
Ss,transit,30,H_009,27.828412737210392,1.0,H_009,"Tai Nam Street, Sham Shui Po",Completed Projects (Projects in Existing Residential Buildings),331 Tai Nan Street,1,2.3,22.32947172,114.16040108226962,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
Ss,transit,30,H_010,27.319702792447178,1.0,H_010,"Ta Po Road, Sham Shui Po",Completed Projects (Projects in Existing Residential Buildings),292 Tai Po Road,1,2.3,22.33545309541217,114.16282786556953,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
Ss,transit,30,H_011,0.6195293177649281,1.0,H_011,"Nathan Road, Yau Ma Tei",Completed Projects (Projects in Existing Residential Buildings),487 Nathan Road,1,2.3,22.311885702210223,114.17078088202784,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
Ss,transit,30,H_012,1.8059624906018024,1.0,H_012,"Yee Cheong Building, Ka Lok Street, Kwun Tong",Completed Projects (Projects in Existing Residential Buildings),14 Ka Lok Street,1,2.3,22.31637282593241,114.2254549526174,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
Ss,transit,30,H_013,4.693241273644956,1.0,H_013,"Pitt Street, Yau Ma Tei",Completed Projects (Projects in Existing Residential Buildings),Pitt Street,1,2.3,22.313867679723323,114.1698469609384,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
Ss,transit,30,H_014,8.661843412275527,14.0,H_014,"“Co-Living” at James’ House, Soy Street, Mong Kok",Completed Projects (Projects in Existing Residential Buildings),15 Soy Street,14,32.2,22.316582563903157,114.16907720145493,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",14.0
Ss,transit,30,H_015,0.518983816176113,88.0,H_015,"“LST Housing” at Fuk Lo Tsun Road, Kowloon City; Nam Kok Road, Kowloon City; Lok Shan Road, To Kwa Wan and Liberty Avenue, Ho Man Tin",Completed Projects (Projects in Existing Residential Buildings),Nam Kok Road,88,202.4,22.32961978,114.18985947558122,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",88.0
Ss,transit,30,H_016,85.4607472166489,2.0,H_016,Mongkok,Completed Projects (Projects in Existing Residential Buildings),689 Nathan Road,2,4.6,22.32005071095241,114.16912021746104,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",2.0
Ss,transit,30,H_017,9.416711361801978,71.0,H_017,Kwun Tong Garden Estate,Completed Projects (Projects in Existing Residential Buildings),"Garden Estate, Kwun Tong",71,163.3,22.316677404066343,114.21899436832192,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",71.0
Ss,transit,30,H_018,6.310428969478761,38.0,H_018,Chun Seen Mei Chuen,Completed Projects (Projects in Existing Residential Buildings),Chun Seen Mei Chuen Chi Seen Lau,38,87.4,22.325635630870785,114.18796801613792,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",38.0
Ss,transit,30,H_019,0.5203949967190573,51.0,H_019,Completed Projects (Conversion of Non-residential Buildings),Completed Projects (Conversion of Non-residential Buildings),"63 Lung Kong Road, Kowloon City",51,168.0,22.33032199307013,114.19034887757957,,51.0
Ss,transit,30,H_020,0.966302864020975,31.0,H_020,“James’ Garden” at Junction of Chatham Road North and Hok Yuen Street,Completed Projects (Conversion of Non-residential Buildings),23 Hok Yuen Street,31,106.0,22.31072233466476,114.18587989386256,,31.0
Ss,transit,30,H_021,0.041001999275193254,89.0,H_021,“Nam Cheong 220”,Completed Projects (Newly-built Projects),23 Nam Cheong Street,89,162.0,22.327120276803647,114.16081692017994,,89.0
Ss,transit,30,H_022,2.314147953337061,721.0,H_022,"“Kai Fook Kui” at Area 1B3, Muk On Street, Kai Tak",Completed Projects (Newly-built Projects),"Area 1B3, Muk On Street, Kai Tak",721,1600.0,22.328115501531983,114.20307349480436,,721.0
Ss,transit,30,H_023,0.4676560952830639,491.0,H_023,"“Good Mansion” at Hung Lok Road, Hung Hom",Completed Projects (Newly-built Projects),"9 Hung Lok Road, Hung Hom",491,1090.0,22.30289399310305,114.18565087987363,,491.0
Ss,transit,30,H_024,1.4956784328132335,110.0,H_024,"“LST Housing” at Sung Wong Toi Road, To Kwa Wan",Completed Projects (Newly-built Projects),"Sung Wong Toi Road, To Kwa Wan",110,220.0,22.322230800604657,114.19413509544434,,110.0
Ss,transit,30,H_025,0.9714708236067358,140.0,H_025,"“Tenacity Residence” at Ying Wa Street, Cheung Sha Wan",Completed Projects (Newly-built Projects),6 Ying Wa Street,140,400.0,22.33089430937634,114.15261119339247,,140.0
Ss,transit,30,H_026,0.5474809652433776,281.0,H_026,"“James’ Concourse” at Yen Chow Street , Sham Shui Po",Completed Projects (Newly-built Projects),"1A Yen Chow Street, Sham Shui Po",281,509.0,22.328024080026637,114.15730908292618,,281.0
Ss,transit,30,H_027,3.585366045235545,132.0,H_027,"“Shun Ting Terraced Home” at Cheung Shun Street, Cheung Sha Wan",Completed Projects (Newly-built Projects),915 Cheung Sha Wan Road,132,388.0,22.336261035442227,114.1456682441262,,132.0
Ss,transit,30,H_028,5.425584235213519,227.0,H_028,“Ho Yuet Home” at Wong Tai Sin Road,Completed Projects (Newly-built Projects),"Ho Yuet Home, Wong Tai Sin Road",227,612.0,22.34275843590141,114.19448653364658,,227.0
Ss,transit,30,H_029,1.9509223171887302,519.0,H_029,"“T-Loft@Kai Tak” at Muk On Street, Kai Tak",Completed Projects (Newly-built Projects),"12 Muk On Street, Kai Tak",519,1460.0,22.329988253500552,114.20206677006496,,519.0
Ss,transit,30,H_030,2.8477893617570764,329.0,H_030,"“LST Housing” at Choi Hing Road, Ngau Tau Kok",Completed Projects (Newly-built Projects),"21 Choi Hing Road, Ngau Tau Kok, Kowloon",329,774.0,22.33168510104312,114.21740112685418,,329.0
Ss,transit,60,H_001,3.897867393023157,18.0,H_001,“Joyard” Transitional Housing Project at Hung Hom,Completed Projects (Projects in Existing Residential Buildings),"5/F and 6/F, Sheng Kung Hui Holy Carpenter Church & Community Centre, 1 Dyer Avenue, Hung Hom",18,41.0,22.307562811028166,114.1878114768805,,18.0
Ss,transit,60,H_002,2.9325669743995544,9.0,H_002,"Lai Chi Kok Road, Tai Kok Tsui",Completed Projects (Projects in Existing Residential Buildings),421 Lai Chi Kok Road,9,20.7,22.33060808403042,114.1579704527733,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",9.0
Ss,transit,60,H_003,3.2104865527202855,49.0,H_003,"“James’ Court” at Soy Street, Mong Kok",Completed Projects (Projects in Existing Residential Buildings),"20 Soy Street, Mong Kok",49,112.7,22.31692548934092,114.16980854107668,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",49.0
Ss,transit,60,H_004,2.5530977561733432,53.0,H_004,"“Home Plus” at Ha Heung Road, To Kwa Wan",Completed Projects (Projects in Existing Residential Buildings),"79 Ha Heung Road, To Kwa Wan",53,121.9,22.31796718527946,114.18925605559144,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",53.0
Ss,transit,60,H_005,2.4209060655055485,60.0,H_005,“Good Homes” at To Kwa Wan Road,Completed Projects (Projects in Existing Residential Buildings),76 To Kwa Wan Road,60,138.0,22.31642384826867,114.18941895047124,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",60.0
Ss,transit,60,H_006,2.394417492158632,15.0,H_006,"Castle Peak Road, Sham Shui Po",Completed Projects (Projects in Existing Residential Buildings),215 Castle Peak Rd,15,34.5,22.33644998481309,114.15865146899498,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",15.0
Ss,transit,60,H_007,1.5004054153140802,25.0,H_007,"“Happiness x Home Community” at Kim Shin Lane, Cheung Sha Wan",Completed Projects (Projects in Existing Residential Buildings),20 Kim Shin Lane,25,57.5,22.33930340959037,114.15272227081876,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",25.0
Ss,transit,60,H_008,1.6459843504239458,24.0,H_008,“Friend Home” at Tai Kok Tsui,Completed Projects (Projects in Existing Residential Buildings),113 Tai Kok Tsui Road,24,55.2,22.321657041487025,114.16180624776824,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",24.0
Ss,transit,60,H_009,2.8310819886729712,1.0,H_009,"Tai Nam Street, Sham Shui Po",Completed Projects (Projects in Existing Residential Buildings),331 Tai Nan Street,1,2.3,22.32947172,114.16040108226962,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
Ss,transit,60,H_010,3.0617273805431733,1.0,H_010,"Ta Po Road, Sham Shui Po",Completed Projects (Projects in Existing Residential Buildings),292 Tai Po Road,1,2.3,22.33545309541217,114.16282786556953,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
Ss,transit,60,H_011,2.2461308164208917,1.0,H_011,"Nathan Road, Yau Ma Tei",Completed Projects (Projects in Existing Residential Buildings),487 Nathan Road,1,2.3,22.311885702210223,114.17078088202784,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
Ss,transit,60,H_012,2.053687633140679,1.0,H_012,"Yee Cheong Building, Ka Lok Street, Kwun Tong",Completed Projects (Projects in Existing Residential Buildings),14 Ka Lok Street,1,2.3,22.31637282593241,114.2254549526174,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
Ss,transit,60,H_013,2.6092057780730658,1.0,H_013,"Pitt Street, Yau Ma Tei",Completed Projects (Projects in Existing Residential Buildings),Pitt Street,1,2.3,22.313867679723323,114.1698469609384,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",1.0
Ss,transit,60,H_014,2.8752290711598247,14.0,H_014,"“Co-Living” at James’ House, Soy Street, Mong Kok",Completed Projects (Projects in Existing Residential Buildings),15 Soy Street,14,32.2,22.316582563903157,114.16907720145493,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",14.0
Ss,transit,60,H_015,2.510861941467204,88.0,H_015,"“LST Housing” at Fuk Lo Tsun Road, Kowloon City; Nam Kok Road, Kowloon City; Lok Shan Road, To Kwa Wan and Liberty Avenue, Ho Man Tin",Completed Projects (Projects in Existing Residential Buildings),Nam Kok Road,88,202.4,22.32961978,114.18985947558122,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",88.0
Ss,transit,60,H_016,3.492727094864747,2.0,H_016,Mongkok,Completed Projects (Projects in Existing Residential Buildings),689 Nathan Road,2,4.6,22.32005071095241,114.16912021746104,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",2.0
Ss,transit,60,H_017,3.5468595959458873,71.0,H_017,Kwun Tong Garden Estate,Completed Projects (Projects in Existing Residential Buildings),"Garden Estate, Kwun Tong",71,163.3,22.316677404066343,114.21899436832192,"Missing actual no. of residents, estimated by no. of units times average household size for temporary housing in 2025 Q1-Q2 (2.3)",71.0
