ID,school_no,location_no,school_name,district,joining_kg_edu_scheme,received_grant_for_support_to_ncs_students,address,school_category,student_category,tel,fax,school_website,total_no_of_permitted_accommodationof_classrooms_in_use,TotalEnrollment2023,no_for_enrolment_aged_2_to_3,map_latitude,map_longitude
K_162,323268,1,CHRISTIAN EVANGELICAL CENTRE LOK FU KINDERGARTEN,Wong Tai Sin,Joining,Y,"G/F, LOK HIM HOUSE, LOK FU ESTATE, 198 JUNCTION ROAD, LOK FU, KOWLOON",Non-profit-making,Co-educational,2338 8236,2336 6002,http://www.lokfukg.edu.hk,134,102,0,22.33607023,114.1870668
K_163,325090,1,HONG KONG AND MACAU LUTHERAN CHURCH SHEK ON MEMORIAL KINDERGARTEN,Wong Tai Sin,Joining,Y,"2/F - 3/F, SHEK ON BUILDING, 11 PO KONG VILLAGE ROAD, WONG TAI SIN, KOWLOON",Non-profit-making,Co-educational,2328 3681,2323 5292,http://www.hkmlcsok.edu.hk,179,140,0,22.34037677,114.1979395
K_164,325317,1,LOK SIN TONG KU LEE KWOK SIN KINDERGARTEN,Wong Tai Sin,Joining,Y,"G/F, NGA YUEN HOUSE, CHUK YUEN SOUTH ESTATE, WONG TAI SIN, KOWLOON",Non-profit-making,Co-educational,"2328 9875, 2328 9891",2327 0480,http://www.loksintongkg.edu.hk/lst_kuleekwoksin/,146,100,0,22.34473893,114.1946589
K_165,325546,1,S.K.H. KINDLY LIGHT CHURCH OR PUI CHEUNG KINDERGARTEN,Wong Tai Sin,Joining,Y,"UNIT 101-108 & 117-124, G/F, TUNG YUEN HOUSE, CHUK YUEN NORTH ESTATE, WONG TAI SIN, KOWLOON",Non-profit-making,Co-educational,2325 4254,2324 1730,http://www.skhklcopc.edu.hk,175,111,25,22.34585872,114.1945911
K_166,325643,1,HO TAK KINDERGARTEN (SPONSORED BY SIK SIK YUEN),Wong Tai Sin,Joining,N,"G/F, BLOCK 8, CHUNG YUEN HOUSE, CHUK YUEN NORTH ESTATE PHASE V, KOWLOON",Non-profit-making,Co-educational,2350 0721,2322 7478,http://www2.siksikyuen.org.hk/education-services/kindergartens-and-child-care-centres/ho-tak,108,65,14,22.34575968,114.191669
K_167,325678,1,BUDDHIST FOO HONG KINDERGARTEN,Wong Tai Sin,Joining,Y,"G/F, LUNG YAT HOUSE, LOWER WONG TAI SIN ESTATE, WONG TAI SIN, KOWLOON",Non-profit-making,Co-educational,2326 1456,2320 3042,http://www.bfhkwts.edu.hk,208,179,0,22.33893217,114.1955804
K_168,325686,1,HONG KONG BETHEL CHURCH GIDEON KINDERGARTEN,Wong Tai Sin,Joining,Y,"G/F, LOK TUNG HOUSE, LOK FU ESTATE, KOWLOON",Non-profit-making,Co-educational,2336 2577,2336 2567,http://www.bcgideon.edu.hk,63,37,3,22.33791233,114.189154
K_169,325716,1,HONG KONG TAOIST ASSOCIATION YUEN YUEN KINDERGARTEN (TUNG TAU ESTATE),Wong Tai Sin,Joining,Y,"G/F, 9-14 YAN TUNG HOUSE, TUNG TAU ESTATE, KOWLOON",Non-profit-making,Co-educational,2718 3637,2383 7607,https://www.yuenyuenkg.edu.hk/tungtau/,146,144,5,22.33374901,114.1917843
K_170,325821,1,PO LEUNG KUK KAM HING KINDERGARTEN,Wong Tai Sin,Joining,N,"G/F, FUNG CHUEN COURT, FUNG TAK ESTATE, DIAMOND HILL, KOWLOON",Non-profit-making,Co-educational,2322 0133,2752 6655,https://www.plkkgs.edu.hk/plkkhkg/hk,429,373,0,22.34423263,114.1993671
K_171,325880,1,GRACE METHODIST CHURCH KINDERGARTEN,Wong Tai Sin,Joining,N,"2/F, CAR PARK BUILDING, TIN WANG COURT, MA CHAI HANG, KOWLOON",Non-profit-making,Co-educational,2320 4188,2320 4308,http://www.grace.edu.hk,124,76,24,22.34420683,114.1863102
K_172,325929,1,LOK FU RHENISH CHURCH KINDERGARTEN,Wong Tai Sin,Joining,Y,"FLAT 1-9, G/F, WANG WAI HOUSE, WANG TAU HOM ESTATE, WANG TAU HOM, KOWLOON",Non-profit-making,Co-educational,2336 4705,2336 9278,http://lfkg.ppe.rhenish.org,155,108,0,22.34091971,114.1860382
K_173,523429,1,HO LAP KINDERGARTEN (SPONSORED BY SIK SIK YUEN),Wong Tai Sin,Joining,Y,"WINGS B & C,G/F, LOK SHUN HOUSE, TSZ LOK ESTATE, TSZ WAN SHAN WONG TAI SIN, KOWLOON",Non-profit-making,Co-educational,2324 8201,2328 4693,http://www2.siksikyuen.org.hk/education-services/kindergartens-and-child-care-centres/ho-lap,146,126,0,22.34720373,114.1990472
K_174,523933,1,SHARON LUTHERAN CHURCH KINDERGARTEN (TSZ OI BRANCH),Wong Tai Sin,Joining,Y,"ROOFTOP OF CARPORT BUILDING, TSZ OI COURT, TSZ WAN SHAN, WONG TAI SIN, KOWLOON",Non-profit-making,Co-educational,2326 0280,2327 0630,https://www.sharonlutheran.edu.hk/kindness/zh/,110,107,46,22.34951547,114.1996495
K_175,528625,1,OUR LADY'S KINDERGARTEN,Wong Tai Sin,Joining,N,"WHOLE OF G/F - 4/F & CONFERENCE ROOM AT 5/F ANNEX BUILDING, 113-115 SHATIN PASS ROAD, AND 113 SHATIN PASS ROAD, WONG TAI SIN, KOWLOON",Non-profit-making,Co-educational,2320 7544,2320 7663,http://www.olk.edu.hk,480,360,0,22.34433247,114.1953966
K_176,530379,1,DIAMOND HILL LING LIANG KINDERGARTEN,Wong Tai Sin,Joining,Y,"PODIUM LEVEL 2, GALAXIA, 3 LUNG POON STREET, DIAMOND HILL, KOWLOON",Non-profit-making,Co-educational,2955 9797,2955 9798,http://www.lingliang.org.hk,350,325,0,22.34083661,114.2028418
K_177,538132,1,GRACEFIELD EAST KOWLOON CHRISTIAN KINDERGARTEN,Wong Tai Sin,Joining,Y,"G/F, CHEONG SIN HOUSE, UPPER WONG TAI SIN ESTATE, KOWLOON",Non-profit-making,Co-educational,2216 4106,2216 4107,http://www.gracefield.edu.hk,128,52,7,22.34255386,114.1913386
K_178,542601,1,TSZ CHING ESTATE BODHI SIKSA KINDERGARTEN,Wong Tai Sin,Joining,Y,"G/F, CHING MING HOUSE, TSZ CHING ESTATE, TSZ WAN SHAN, KOWLOON",Non-profit-making,Co-educational,2274 5761,2274 5780,http://www.tcebsk.edu.hk,115,87,0,22.34918087,114.2027657
K_179,549169,1,EVANGELIZE CHINA FELLOWSHIP BLESSINGS CREATIVITY KINDERGARTEN,Wong Tai Sin,Joining,Y,"TSZ HONG ESTATE, TSZ WAN SHAN, KOWLOON",Non-profit-making,Co-educational,2997 5299,2997 5288,http://www.ecfbck.edu.hk,146,96,0,22.34766353,114.2039886
K_180,550035,1,HONG KONG KINDERGARTEN ASSOCIATION PRE-SCHOOL,Wong Tai Sin,Joining,Y,"G/F, CHI SIU HOUSE, CHOI WAN ESTATE, KOWLOON",Non-profit-making,Co-educational,2758 2008,2758 0078,http://www.hkkaps.edu.hk,184,93,0,22.33319469,114.2134986
K_181,563463,1,BGCAHK CHEERLAND KINDERGARTEN (WONG TAI SIN),Wong Tai Sin,Joining,N,"G/F, TAT SIN HOUSE, UPPER WONG TAI SIN ESTATE, KOWLOON",Non-profit-making,Co-educational,2216 4216,2216 4811,http://nursery.bgca.org.hk,93,58,17,22.34306848,114.1926007
K_182,563552,1,TWGHS FONG SHIU YEE NURSERY SCHOOL,Wong Tai Sin,Joining,N,"ROOM F12 1/F, COMMERICAL CENTRE, TIN MA COURT, LUNG CHEUNG ROAD, WONG TAI SIN, KOWLOON",Non-profit-making,Co-educational,2320 0336,2322 9802,https://fsyns.tungwahcsd.org/tc,74,37,13,22.34291541,114.1870868
K_183,563617,1,NEW KOWLOON WOMEN ASSOCIATION TSZ WAN SHAN NURSERY,Wong Tai Sin,Joining,N,"G/F, CHING YUK HOUSE, TSZ CHING ESTATE, TSZ WAN SHAN, KOWLOON",Non-profit-making,Co-educational,2320 0444,2267 6905,http://www.newklnwa.edu.hk,79,66,17,22.34990337,114.2024357
K_184,563811,1,PO LEUNG KUK WONG SIU CHING KINDERGARTEN,Wong Tai Sin,Joining,N,"5/F, CHOI WAN ESTATE COMMUNITY CENTRE, CHOI WAN ESTATE, WONG TAI SIN, KOWLOON",Non-profit-making,Co-educational,2755 3438,2707 0292,https://www.poleungkuk.org.hk/child-care-services/wsckgn/school-info,86,83,18,22.33491041,114.2138776
K_185,563919,1,PO LEUNG KUK TSE WONG PUI KUEN KINDERGARTEN,Wong Tai Sin,Joining,N,"G/F, LOK ON HOUSE, TSZ LOK ESTATE, TSZ WAN SHAN, KOWLOON",Non-profit-making,Co-educational,2352 2843,2352 4084,http://kgn.poleungkuk.org.hk/tc/1043/page.html,107,106,23,22.34789894,114.2000666
K_186,563943,1,PO LEUNG KUK FONG TAM YUEN LEUNG (TSZ WAN SHAN) KINDERGARTEN,Wong Tai Sin,Joining,N,"UNIT 1-2 & 5-12, MAN TAI HOUSE, TSZ MAN ESTATE, TSZ WAN SHAN, KOWLOON",Non-profit-making,Co-educational,2327 7561,2350 6896,http://kgn.poleungkuk.org.hk/tc/1007/page.html,124,124,11,22.3482416,114.2033189
K_187,564060,1,TSUNG TSIN MISSION OF HONG KONG ON KEUNG NURSERY SCHOOL,Wong Tai Sin,Joining,N,"5/F, FUNG TAK ESTATE COMMUNITY CENTRE, FUNG TAK ESTATE, DIAMOND HILL, KOWLOON",Non-profit-making,Co-educational,2321 0580,2352 2199,https://ok.ttmssd.org/,94,92,17,22.34289577,114.2016384
K_188,564176,1,TWGHS KWAN FONG NURSERY SCHOOL,Wong Tai Sin,Joining,N,"G/F, UNIT 120-129, FU YUEN HOUSE, CHUK YUEN (SOUTH) ESTATE, WONG TAI SIN, KOWLOON",Non-profit-making,Co-educational,2351 6718,2322 6164,https://kfns.tungwahcsd.org/tc/page/home,33,33,7,22.34428786,114.1897662
K_189,564290,1,FIVE DISTRICTS BUSINESS WELFARE ASSOCIATION KINDERGARTEN,Wong Tai Sin,Joining,N,"G/F, WANG CHAK HOUSE, WANG TAU HOM ESTATE, KOWLOON",Non-profit-making,Co-educational,2337 4341,2794 1759,http://www.fdkg.edu.hk,65,26,10,22.3401249,114.1879699
K_190,564303,1,FIVE DISTRICTS BUSINESS WELFARE ASSOCIATION CHEUNG CHUK SHAN KINDERGARTEN,Wong Tai Sin,Joining,Y,"ROOM 109, LEVEL 5, COMMERCIAL COMPLEX, LUNG POON COURT, DIAMOND HILL, KOWLOON",Non-profit-making,Co-educational,2327 3317,2351 3152,https://www.ccsnkg.edu.hk/,105,105,19,22.34181231,114.2002695
K_191,564370,1,SISTERS OF THE IMMACULATE HEART OF MARY WONG TAI SIN KINDERGARTEN,Wong Tai Sin,Joining,N,"4/F, WONG TAI SIN COMMUNITY CENTRE, 104 CHING TAK STREET, WONG TAI SIN, KOWLOON",Non-profit-making,Co-educational,2321 1574,2726 5750,http://wts.sihm.org.hk/,190,190,33,22.34103644,114.1941828
K_192,564397,1,LOK FU RHENISH NURSERY,Wong Tai Sin,Joining,Y,"G/F, WANG CHO HOUSE, WANG TAU HOM ESTATE, HONG KONG",Non-profit-making,Co-educational,2338 0538,2794 3506,http://lfc.ppe.rhenish.org,88,86,35,22.34143445,114.1861353
K_193,564400,1,SAN PO KONG RHENISH NURSERY,Wong Tai Sin,Joining,Y,"G/F, A23-A26, A36-42, A48-52, A53A-A56, SAN PO KONG PLAZA, 33 SHUNG LING STREET, SAN PO KONG, KOWLOON",Non-profit-making,Co-educational,2326 1336,2322 3387,http://spk.ppe.rhenish.org,101,90,21,22.33501286,114.1959196
K_194,564451,1,HONG KONG YOUNG WOMEN'S CHRISTIAN ASSOCIATION CHOI WAN NURSERY SCHOOL,Wong Tai Sin,Joining,N,"UNIT 109-114, G/F, NGAN HO HOUSE, CHOI WAN ESTATE, KOWLOON",Non-profit-making,Co-educational,2755 1546,2759 0078,https://nscw.ywca.org.hk/,65,64,18,22.3329688,114.2140518
K_195,565504,1,HONG KONG YOUNG WOMEN'S CHRISTIAN ASSOCIATION FAITH HOPE NURSERY SCHOOL,Wong Tai Sin,Joining,N,"G/F, LUNG HONG HOUSE, LOWER WONG TAI SIN ESTATE, KOWLOON",Non-profit-making,Co-educational,2322 5308,2328 6199,http://nsfh.ywca.org.hk,69,41,12,22.33835439,114.1939204
K_196,565873,1,CHRISTIAN & MISSIONARY ALLIANCE FU SHAN NURSERY SCHOOL,Wong Tai Sin,Joining,N,"UNIT 1-6, LOWER GROUND 1, FU SHUN HOUSE, FU SHAN ESTATE, PO KONG VILLAGE ROAD, KOWLOON",Non-profit-making,Co-educational,2351 2833,2320 5201,http://www.fushan.cmasshk.edu.hk,117,65,7,22.34280416,114.2090744
K_197,566020,1,CARITAS KAI YAU NURSERY SCHOOL,Wong Tai Sin,Joining,Y,"G/F, UNIT 1-8, FU TUNG HOUSE, TUNG TAU ESTATE, KOWLOON",Non-profit-making,Co-educational,2382 2660,2382 7590,http://kyns.caritas.org.hk,82,58,12,22.33628643,114.1935415
K_198,595144,1,JONATHAN INNOVATIVE ENGLISH KINDERGARTEN,Wong Tai Sin,Joining,Y,"SHOP OT/KG01, LUNG POON COURT COMMERCIAL CENTRE, DIAMOND HILL, KOWLOON",Non-profit-making,Co-educational,2799 6300,2799 6322,http://joninnoschool.hk,155,99,0,22.34146011,114.2002694
K_199,133582,1,TAK SUN KINDERGARTEN,Yau Tsim & Mong Kok,Joining,Y,"103 AUSTIN ROAD, TSIMSHATSUI, KOWLOON",Non-profit-making,Co-educational,2724 1674,2735 1862,http://www.taksunkg.edu.hk,420,268,0,22.30388546,114.1723228
K_200,216070,1,SEMPLE KINDERGARTEN,Yau Tsim & Mong Kok,Joining,Y,"PORTION OF G/F, 1/F PORTION OF 2/F & 3/F, 10 WILLOW STREET, TAI KOK TSUI , KOWLOON",Non-profit-making,Co-educational,2789 4211,2391 9149,http://www.semplekg.edu.hk,330,231,0,22.32462828,114.163732
K_201,325198,1,THE SALVATION ARMY CHAN KWAN TUNG KINDERGARTEN,Yau Tsim & Mong Kok,Joining,Y,"G/F & 1/F, THE SALVATION ARMY HEADQUARTERS, 11 WING SING LANE, YAUMATEI, KOWLOON",Non-profit-making,Co-educational,2384 7831,2388 5310,http://www.salvationarmy.org.hk/esd/cktkg/,238,125,0,22.31110089,114.1715364
K_202,516929,1,MONG KOK AGNES ENGLISH KINDERGARTEN,Yau Tsim & Mong Kok,Joining,Y,"G/F - 2/F, 5 ARGYLE STREET, MONG KOK, KOWLOON",Non-profit-making,Co-educational,2390 9988,2390 9389,http://www.mkagneskg.edu.hk,119,80,0,22.31909275,114.1668384
K_203,531898,1,CANNAN KINDERGARTEN (CHARMING GARDEN),Yau Tsim & Mong Kok,Joining,N,"G/F - 1/F, KINDERGARTEN, BLOCK 12 CHARMING GARDEN, 8 HOI TING ROAD, MONGKOK, KOWLOON",Non-profit-making,Co-educational,2175 6202,2175 6780,http://www.cannan.edu.hk,342,312,71,22.31334015,114.1651695
K_204,533858,1,DOMINIC SAVIO KINDERGARTEN (OLYMPIC BRANCH),Yau Tsim & Mong Kok,Joining,Y,"UNIT 01-09, G/F, HOI WEN HOUSE, HOI FU COURT, MONGKOK WEST, KOWLOON",Non-profit-making,Co-educational,2626 9323,2626 1800,http://www.dominicsaviokg.org,330,278,24,22.31688914,114.1647615
K_205,547069,1,C C C MONGKOK CHURCH JEANNETTE KINDERGARTEN,Yau Tsim & Mong Kok,Joining,Y,"G/F & 1/F & 3/F MONGKOK CHRISTIAN CENTRE, 56 BUTE STREET, MONGKOK, KOWLOON",Non-profit-making,Co-educational,2394 1142,2390 3105,http://mkcjk.ccc.edu.hk,279,260,0,22.32195558,114.1693133
K_206,555436,1,SUN ISLAND KINDERGARTEN (METRO HARBOUR BRANCH),Yau Tsim & Mong Kok,Joining,Y,"KINDERGARTEN AREA, G/F, METRO HARBOUR PLAZA, TAI KOK TSUI, KOWLOON",Non-profit-making,Co-educational,2553 6556,2834 3322,http://www.sunisland.edu.hk,240,187,0,22.32451963,114.1605677
K_207,558346,3,LITTLE BUDS KINDERGARTEN,Yau Tsim & Mong Kok,Joining,Y,"UNIT E ON G/F, UNIT E ON M/F & UNIT E ON 1/F, GOLDEN CLOUD COURT, 1-4 FERRY STREET, KOWLOON",Non-profit-making,Co-educational,3586 2830,3586 2831,http://www.littlebuds.edu.hk,122,122,0,22.30630545,114.1673052
K_208,562939,1,THE SALVATION ARMY HOI FU NURSERY SCHOOL,Yau Tsim & Mong Kok,Joining,N,"G/F, WING B & C, HOI NING HOUSE, HOI FU COURT, MONGKOK, KOWLOON",Non-profit-making,Co-educational,2148 2477,2148 1711,http://www.salvationarmy.org.hk/esd/hfns/,106,106,11,22.31634727,114.1643248
K_209,562955,1,THE SALVATION ARMY LAI CHI KOK NURSERY SCHOOL,Yau Tsim & Mong Kok,Joining,Y,"1/F, 150-174 LAI CHI KOK ROAD, KOWLOON",Non-profit-making,Co-educational,2787 5788,2787 1581,http://www.salvationarmy.org.hk/esd/lckns/,87,84,16,22.32570299,114.1645861
K_210,563323,1,THE HONG KONG FEDERATION OF YOUTH GROUPS CHING LOK KINDERGARTEN (YAUMATEI),Yau Tsim & Mong Kok,Joining,Y,"G/F, SHOP 3, 8-13 AND 1/F, UNIT 1-10 BOSS COMMERCIAL CENTRE, 28 FERRY STREET, YAUMATEI, KOWLOON",Non-profit-making,Co-educational,2385 6868,2385 6630,http://clymt.hkfyg.org.hk/,99,64,8,22.30736204,114.1675865
K_211,563820,1,PO LEUNG KUK LUI KAM TAI KINDERGARTEN,Yau Tsim & Mong Kok,Joining,Y,"FLAT 2, 1/F, HOI HONG BUILDING, 43 TIT SHU STREET, TAI KOK TSUI, KOWLOON",Non-profit-making,Co-educational,2395 3623,2395 8019,http://kgn.poleungkuk.org.hk/tc/962/page.html,89,89,10,22.31979691,114.163616
K_212,564249,1,YAN OI TONG CHAN CHENG YUK YEE KINDERGARTEN,Yau Tsim & Mong Kok,Joining,N,"ROOM 104 1/F, 1 AUSTIN ROAD, TSIM SHA TSUI, KOWLOON",Non-profit-making,Co-educational,2199 7343,2375 7120,http://ppe.yot.org.hk/dn05/,97,96,12,22.30464353,114.1633554
K_213,564931,1,HKSPC HONG KONG BANK FOUNDATION NURSERY SCHOOL,Yau Tsim & Mong Kok,Joining,Y,"6/F & ROOF PLAYGROUND, HENRY G LEONG YAU MA TEI COMMUNITY CENTRE, PUBLIC SQUARE STREET, YAU MA TEI, KOWLOON",Non-profit-making,Co-educational,2385 6699,2385 6523,https://ns.hkspc.org/ymt/,108,87,9,22.30983653,114.1696245
K_214,565024,1,YAUMATEI YANG MEMORIAL METHODIST PRE-SCHOOL,Yau Tsim & Mong Kok,Joining,N,"3/F 54 WATERLOO ROAD, KOWLOON",Non-profit-making,Co-educational,2251 0866,2251 0845,http://www.yymmps.edu.hk,103,86,7,22.31407199,114.1725068
K_215,565067,1,HKSPC BOC NURSERY SCHOOL,Yau Tsim & Mong Kok,Joining,Y,"G/F, GIC BUILDING, OLYMPIAN CITY, 11 HOI FAI ROAD, TAI KOK TSUI, KOWLOON",Non-profit-making,Co-educational,2271 4015,2271 4105,https://ns.hkspc.org/boc/,81,62,14,22.32034717,114.1576176
K_216,565091,1,HKSPC PARK'N SHOP STAFF CHARITABLE FUND NURSERY SCHOOL,Yau Tsim & Mong Kok,Joining,Y,"6/F 387 PORTLAND STREET, MONGKOK, KOWLOON",Non-profit-making,Co-educational,2399 0909,2393 6905,https://ns.hkspc.org/ps/,144,136,33,22.32608243,114.1669253
K_217,565300,1,HKSPC PORTLAND STREET NURSERY SCHOOL,Yau Tsim & Mong Kok,Joining,Y,"4/F & PENTHOUSE (LAUNDRY), 387 PORTLAND STREET, MONGKOK, KOWLOON",Non-profit-making,Co-educational,2391 5681,2393 7560,https://ns.hkspc.org/pn/,148,134,28,22.3260734,114.1669738
K_218,565423,1,HONG KONG CHRISTIAN SERVICE CENTRAL NURSERY SCHOOL,Yau Tsim & Mong Kok,Joining,N,"3/F, MONGKOK COMPLEX, 557 SHANGHAI STREET, KOWLOON",Non-profit-making,Co-educational,2380 2320,2380 9788,http://cns.hkcschild.edu.hk,97,90,13,22.31856001,114.1679352
K_219,565474,1,PROSPEROUS GARDEN BAPTIST NURSERY SCHOOL,Yau Tsim & Mong Kok,Joining,N,"G/F, 14 TUNG KUN STREET, YAU MA TEI, KOWLOON",Non-profit-making,Co-educational,2770 0661,2770 0711,http://www.pgbn.edu.hk,85,84,9,22.31087498,114.1681783
K_220,566535,1,THE SALVATION ARMY CATHERINE BOOTH NURSERY SCHOOL,Yau Tsim & Mong Kok,Joining,N,"2/F, THE SALVATION ARMY HEADQUARTERS, 11 WING SING LANE, YAU MA TEI, KOWLOON",Non-profit-making,Co-educational,2332 7963,2385 4167,http://www.salvationarmy.org.hk/esd/cbns/,89,89,20,22.31108283,114.1715364
K_221,566969,1,HEEP HONG SOCIETY HEALTHY KIDS NURSERY SCHOOL,Yau Tsim & Mong Kok,Joining,N,"PORTION OF G/F & PORTION OF 1/F, HOI YAN HOUSE, HOI FU COURT, MONG KOK, KOWLOON",Non-profit-making,Co-educational,2786 2990,2784 1194,http://hkc.heephong.org,85,64,11,22.31605834,114.1649169
K_222,616281,1,CLEMENT KINDERGARTEN,Yau Tsim & Mong Kok,Joining,Y,"SHOP G65-70, G/F, METRO HARBOUR PLAZA, TAI KOK TSUI, KOWLOON",Non-profit-making,Co-educational,2152 9393,3893 0484,http://clement.edu.hk,137,87,32,22.32477257,114.1614025
